Taxonomy_Encoded,Avg_CPM_Uplift
0,6.008842355918885
0,4.363111131286624
0,-0.012990116119382833
0,2.2251886497497537
0,1.0052927017211921
0,6.762263564109802
0,6.8032757072448735
0,5.277980398178101
0,7.9885670003891
0,3.903768752288819
0,7.368356936264043
0,8.17295135498047
0,8.410131252288823
0,6.237919705200197
0,1.586783169555666
0,1.0949775878906252
0,0.5622713928222645
0,0.9263458831787119
0,2.0378347030639645
0,0.6249800098419191
0,-0.8132663604736301
0,0.04654222412109732
0,-0.5159222000122075
0,0.529637101745605
0,1.0357884338378902
0,0.7034414520263681
0,3.648091341018678
0,2.385836834335327
0,1.4374068534851072
0,1.9828322300910939
0,1.2614924139022823
0,2.754614050292968
0,2.71385866394043
0,2.7958033342361444
0,0.5500006284713748
0,0.568608000659943
0,4.600039333534242
0,6.012654077625272
0,7.616027936935426
0,5.138502793693542
0,7.627194199752808
0,3.6457180549621575
0,2.4040860389709473
0,5.181247960090636
0,2.6970265158176425
0,0.48981339068412777
0,0.5689107962608335
0,0.16811473107337926
0,1.2443505701065072
0,0.5861261906623838
0,1.7157249347686765
0,3.8503215152740498
1,3.0329150665283198
1,1.6149637222290032
1,1.307691413879395
1,5.642608831977842
1,-0.052208166503902476
1,1.2182101318359386
1,0.46730925292968806
1,1.0628614501953138
1,0.4322965515136694
1,-0.6492317199707003
1,0.14183448486328132
1,2.820782830810547
1,-1.141875476074219
1,2.2991366386413574
1,1.0269157409667997
1,3.220871266174317
1,2.4696884185791
1,2.5192848968505857
1,1.4160629272460952
1,0.7780334472656243
1,1.5758401775360107
1,1.3169486999511761
1,1.2101196289062486
1,0.4307136535644531
1,1.2888744354248054
1,0.8452037017822285
1,1.8168814414978023
1,3.202574816513062
1,1.1612939094543455
1,2.1258965244293213
1,3.2635043041229252
1,6.939331435585023
1,4.590406179428102
1,2.736318651008607
1,3.379703934240342
1,1.4313924061775207
1,5.238270791625977
1,7.097048760604855
1,3.3681061191558834
1,6.3135567779540995
1,5.199607324600221
1,4.905924064636231
1,3.336297315979005
1,1.3959289100646988
1,3.084120130157472
1,1.5602460041046147
1,0.9266022499084468
1,1.5702336214065546
1,3.080385939788819
1,4.361836950683594
1,6.59805212249756
1,8.639525264358523
2,2.315326690673828
2,3.4938106536865234
2,2.656773376464841
2,0.0768943786621108
2,2.047718048095703
2,-0.2553318023681612
2,-0.7250511169433622
3,-8.233287048339847
4,-5.413159036636358
4,-10.588044738769518
4,-1.152684020996098
4,-11.754083251953126
4,-13.902431869506842
4,-13.961573028564452
4,0.34161376953125
4,-17.682061004638676
4,-10.754209899902342
4,1.761681365966794
4,1.9789176940917983
4,0.34516220092773153
4,-17.544084167480463
4,-15.029319763183594
4,-15.364183044433592
4,-17.662653350830077
4,-15.034739303588864
4,-5.6899990081787095
4,-17.07859344482422
5,0.39761465454101597
5,0.42681045532226136
5,6.551288836669926
5,1.00762738647461
5,1.3352323730468783
5,0.5874064636230472
5,1.1911953216552753
5,0.04551260223388809
5,0.8548736572265625
5,-0.34771957397460795
6,1.4190915962219215
6,2.1870872611999523
6,4.139368439865114
6,8.820235618591314
6,0.30004003906250176
6,1.480281436920162
6,2.0426405456542973
6,0.7964049682617187
6,1.0943606384277373
6,1.2227837951660163
6,3.8756537284851085
6,2.2375664611816433
6,7.651066613388062
6,1.3394996582031276
6,0.48241561279296974
6,1.5448838745117186
6,0.06057462005615122
6,3.1287616729736314
6,2.447359466552733
6,1.2483450714111335
6,1.347710128784179
6,1.4490545158386237
6,2.713469378662108
6,1.945200292968753
6,1.742454360961915
6,1.6791610931396477
6,1.2958127943038944
6,1.6090277770996124
6,1.2487900939941383
6,3.906646485137937
6,6.453370745849611
6,2.1632054748535197
6,3.303076091003419
6,1.7658606628417992
6,0.9951065368652365
6,2.785216415405273
6,1.7091179565429613
6,1.9801872131347693
6,1.6634389801025407
6,2.8598817199707085
6,1.6039435974121048
6,1.8316262023925773
6,3.1902196289062523
6,0.9384852905273391
6,1.2402236022949253
6,2.998294656372071
6,3.5549864257812533
6,3.1238127727508527
6,1.461614425659178
6,2.2038407958984294
6,1.6793694580078125
6,3.9883997993469187
7,1.8797106704711908
7,1.468993894195556
7,1.3820665679931636
7,0.6434730278015195
7,4.831987999343875
7,3.986835360717775
7,2.30559925842285
7,3.129218728637703
7,2.6695450950622615
7,0.9127381050109875
7,1.080220750427248
7,4.137293395996096
7,1.8946459720611575
7,4.909175019836422
7,5.4739892555236835
7,4.154405961036684
7,3.862532068634032
7,4.720705560302736
7,1.097333796691892
7,1.5537413061141967
7,1.087175206947327
7,0.6000457749366759
7,3.995844914436341
7,2.51751519126892
7,0.23732284259796188
7,1.9671765571594246
7,0.3381226349830633
7,3.7532727302551265
7,3.285511946868901
7,1.432553997802735
7,1.0490182922363296
7,2.216212333679202
7,3.0021641746521013
7,2.326244591712952
7,5.798281396484372
7,3.2189879838943467
7,1.9635017662048355
7,4.8159941909790085
7,3.7693664421081543
7,3.79140423660278
7,5.222261644363405
7,2.1483044937133826
7,3.6995994667053225
7,5.574502307891848
7,1.5890557586669907
7,1.1907314563751203
7,1.960970131301881
7,1.4070010322570798
7,4.567188701248165
7,5.170748411560062
7,5.401342639160154
7,5.34051715596517
8,1.019653482818601
8,0.9548574386596691
8,4.120557747650146
8,2.638929467010499
8,3.2449598716735863
8,4.032180278778078
8,4.438012773132321
8,4.016641764831542
8,1.6460259407043445
8,6.946880704116824
8,5.464138345336913
8,3.608992848205567
8,5.88784745674133
8,5.08206870574951
8,7.841925730133056
8,2.871419808578489
8,3.201147087669373
8,3.8164902015686017
8,1.9451658866882298
8,2.2273921607971188
8,5.0906404851913445
8,3.7916742879867567
8,1.3663536285400393
8,4.603214282035828
8,4.602940457534791
8,1.4607589183807406
8,2.890795169830321
8,3.387622097778319
8,6.502271747589113
8,6.4562975635528534
8,2.920449211883547
8,3.0955290145874024
8,4.789833978271485
8,3.642587574958802
8,3.11793276462555
8,6.147190967941286
8,1.3602481262207071
8,2.4068592819213883
8,2.7601644714355444
8,5.393331546020505
8,2.292807783508305
8,4.986621071243285
8,3.5744498329162617
8,1.980027513885501
8,3.489344315338136
8,3.972926745414732
8,4.480805878067016
8,2.147665287399292
8,3.7557168624877937
8,1.3910406745910642
8,2.561752731323244
8,4.007726340738934
9,7.697265731811523
9,2.4223418613433836
9,1.765587299346926
9,3.88769541358948
9,3.414103283691407
9,4.842278083038327
9,2.108837081146241
9,2.3219133987426765
9,2.359028875732431
9,2.4953700283050537
9,2.3393674037933376
9,3.344311866760254
9,1.7275904964447015
9,1.7681049667358408
9,3.752485544586179
9,3.8619382795333843
9,6.516495581245422
9,1.815886345672606
9,5.767785797119142
9,7.690869462585451
9,2.2081283256530746
9,7.91316153020859
9,4.447529235458376
9,4.9857943218231195
9,6.773568248462677
9,3.454279143524169
9,3.59168675556183
9,1.5445327819824222
9,2.2517974906921374
9,2.5913151374816863
9,3.1976302768707257
9,2.7330057937622065
9,3.548436190795904
9,1.811677051544189
9,3.5564455913543687
9,5.914876595687868
9,2.8591846862792956
